Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,MonthlyDebt,NonRealEstateLoans
51332,0,0.075170686,49.0,0,5200.0,10.0,0,1.0,0,4.0,4067.2178404,9.0
51333,0,0.962297554,49.0,0,25000.0,8.0,0,2.0,0,2.0,8784.648625,6.0
51334,0,0.052350095,63.0,0,5626.0,6.0,0,0.0,0,1.0,123.97796223399999,6.0
51335,0,0.71028971,25.0,1,2472.0,5.0,0,0.0,0,2.0,765.690255528,5.0
51336,0,0.9999999,39.0,0,6000.0,5.0,0,0.0,0,0.0,500.916516,5.0
51337,0,0.0,57.0,0,11000.0,9.0,0,0.0,0,0.0,7.999277,9.0
51338,0,0.287968442,73.0,0,4000.0,21.0,0,3.0,0,0.0,4139.965008,18.0
51339,0,0.739532476,51.0,0,20668.0,13.0,0,10.0,0,0.0,9909.520533328,3.0
51340,0,0.035643123,62.0,0,4500.0,15.0,0,2.0,0,0.0,1945.5676515,13.0
51341,0,0.0,36.0,0,2295.0,4.0,0,0.0,0,0.0,10.995209595,4.0
51342,0,0.074184407,49.0,0,5463.375833026038,11.0,0,0.0,0,0.0,60.0,11.0
51343,0,0.008672584,45.0,0,3050.0,5.0,0,0.0,0,2.0,803.7364788499999,5.0
51344,0,0.177989356,30.0,0,2600.0,16.0,0,0.0,0,1.0,396.8473652,16.0
51345,0,0.018017168,36.0,0,3750.0,4.0,0,1.0,0,1.0,1658.5577174999999,3.0
51346,0,0.000539789,70.0,0,16877.8592719254,19.0,0,4.0,0,0.0,11150.0,15.0
51347,0,0.160219433,57.0,0,9400.0,19.0,0,2.0,0,0.0,6939.261777199999,17.0
51348,0,0.989001571,52.0,0,8298.0,13.0,0,0.0,0,0.0,345.95830746,13.0
51349,1,0.112147096,58.0,1,7982.493518989797,23.0,0,4.0,0,1.0,2392.0,19.0
51350,1,0.877415057,30.0,3,5360.0,5.0,0,0.0,0,2.0,1025.8086188,5.0
51351,0,0.016932366,64.0,0,4841.295086290349,9.0,0,1.0,0,0.0,798.0,8.0
51352,0,0.027566336,62.0,0,4884.783223958384,4.0,0,0.0,0,0.0,25.0,4.0
51353,0,0.043363907,71.0,0,5463.375833026038,11.0,0,0.0,0,0.0,97.0,11.0
51355,0,0.447921035,40.0,0,7900.0,7.0,0,0.0,0,1.0,1409.8215417000001,7.0
51356,0,0.295373934,57.0,1,45000.0,17.0,0,1.0,0,3.0,2819.93733,16.0
51357,0,0.768536774,66.0,0,9567.288797437646,17.0,0,1.0,1,2.0,3439.0,16.0
51358,0,0.217572981,82.0,0,4776.201891480401,15.0,0,0.0,0,0.0,226.0,15.0
51359,0,0.00577122,67.0,0,5113.161472432983,8.0,0,0.0,0,0.0,9.0,8.0
51360,0,0.0,59.0,0,22255.0,4.0,0,1.0,0,0.0,2307.89628886,3.0
51361,0,0.014973975,45.0,0,7059.441869666856,6.0,0,1.0,0,0.0,2953.0,5.0
51362,0,0.235144116,84.0,0,5124.750790521234,16.0,0,0.0,0,0.0,1017.0,16.0
51363,0,0.033865359,54.0,0,500.0,9.0,0,1.0,0,4.0,1289.4211575000002,8.0
51364,0,0.0,29.0,0,9200.0,4.0,0,0.0,0,0.0,1110.879254,4.0
51365,0,0.501302339,46.0,0,6700.0,16.0,0,2.0,0,1.0,4264.3635256,14.0
51366,0,0.059989886,51.0,0,6622.064311280663,18.0,0,2.0,0,0.0,2145.0,16.0
51367,0,0.137553227,54.0,0,12000.0,9.0,0,3.0,0,1.0,3851.679024,6.0
51368,0,0.101351892,40.0,0,4000.0,4.0,0,2.0,0,0.0,3100.2249439999996,2.0
51369,0,0.0,66.0,0,4033.0,5.0,0,0.0,0,0.0,1074.733517007,5.0
51370,0,0.022417774,64.0,0,0.0,4.0,0,0.0,0,0.0,39.0,4.0
51371,0,0.0,54.0,0,6663.135906386704,9.0,0,1.0,0,0.0,2154.0,8.0
51372,0,0.9999999,22.0,0,1679.3630640024464,1.0,0,0.0,0,0.0,151.0,1.0
51373,0,0.204062197,57.0,0,3000.0,15.0,0,1.0,0,0.0,1685.438187,14.0
51374,0,0.0,35.0,0,3770.0,1.0,0,0.0,0,1.0,0.0,1.0
51375,0,0.006382282,56.0,0,12418.0,4.0,0,1.0,0,0.0,1542.875751144,3.0
51376,0,0.9999999,35.0,0,7250.0,5.0,0,1.0,0,0.0,1819.7489995,4.0
51377,0,0.958003711,30.0,0,4205.0,8.0,0,0.0,0,1.0,887.788871005,8.0
51378,0,0.005806264,71.0,1,2888.0,7.0,0,0.0,0,0.0,243.91554152,7.0
51379,0,0.101012674,51.0,0,3400.0,5.0,0,1.0,0,0.0,1234.6368728,4.0
51380,0,0.164212911,51.0,0,2587.0,7.0,0,0.0,0,0.0,970.624805813,7.0
51381,0,0.9999999,35.0,0,4170.0,3.0,0,1.0,0,1.0,4706.87125368,2.0
51382,0,0.982689747,30.0,1,2700.0,4.0,0,0.0,0,0.0,532.8026667,4.0
51383,0,0.476783692,55.0,0,11100.0,5.0,0,1.0,0,0.0,1749.8423615999998,4.0
51384,0,0.060290411,83.0,0,5153.502707329491,6.0,0,0.0,0,0.0,86.0,6.0
51385,0,0.590306305,33.0,0,8275.0,7.0,0,0.0,0,2.0,1170.8585056250001,7.0
51386,0,0.449634822,54.0,0,17000.0,6.0,0,2.0,0,3.0,3181.812837,4.0
51387,0,0.226275921,62.0,0,15000.0,15.0,0,3.0,0,0.0,5606.62623,12.0
51388,0,0.00793907,60.0,0,10470.0,10.0,0,2.0,0,1.0,2016.80737032,8.0
51389,0,0.010324138,75.0,0,6600.0,7.0,0,1.0,0,0.0,1559.7636714,6.0
51390,0,0.432104075,61.0,0,3540.0,7.0,0,1.0,0,0.0,1453.5893802599999,6.0
51391,0,0.263186212,63.0,0,6825.798499757604,11.0,0,1.0,0,0.0,2633.0,10.0
51392,0,0.061521807,61.0,1,8666.0,13.0,0,2.0,0,0.0,2371.7263141460003,11.0
51393,0,0.001958634,56.0,2,5000.0,45.0,0,2.0,0,2.0,2748.45031,43.0
51394,0,0.052412897,61.0,0,26730.0,13.0,0,3.0,0,0.0,5048.81112879,10.0
51395,0,0.189966188,76.0,1,3292.0,20.0,1,1.0,0,0.0,1085.67021078,19.0
51396,0,0.006866514,50.0,0,4450.0,4.0,0,1.0,0,0.0,1390.6874869,3.0
51397,0,0.16727287,44.0,0,5833.0,14.0,0,2.0,0,1.0,3634.376928617,12.0
51398,0,0.084830918,40.0,0,2950.0,7.0,0,3.0,0,1.0,2626.1097944999997,4.0
51399,0,0.017479301,49.0,0,6162.0,3.0,0,1.0,0,2.0,1179.8085377520001,2.0
51400,0,0.587427944,66.0,1,5852.3169763826645,9.0,0,1.0,0,0.0,1768.0,8.0
51401,0,0.514917082,37.0,0,2500.0,4.0,0,1.0,0,0.0,1710.3158725,3.0
51402,0,0.787928748,56.0,1,800.0,12.0,0,0.0,0,1.0,1303.3707864,12.0
51403,0,0.096655941,76.0,0,4615.076417438924,2.0,0,0.0,0,0.0,70.0,2.0
51404,0,0.636629703,45.0,1,4705.0,11.0,0,1.0,0,2.0,2471.47471394,10.0
51405,0,0.9999999,54.0,0,3416.0,1.0,0,0.0,0,0.0,0.0,1.0
51406,0,0.140692965,32.0,0,2950.0,7.0,0,1.0,0,0.0,1501.49102065,6.0
51407,0,0.014246562,72.0,0,4666.0,5.0,0,2.0,0,0.0,1128.758088472,3.0
51408,0,0.140421216,50.0,0,9319.0,10.0,0,2.0,0,2.0,3855.5862700139996,8.0
51409,0,0.951790634,53.0,0,5666.0,3.0,0,0.0,0,1.0,754.866771362,3.0
51410,0,0.461751275,42.0,0,8833.0,8.0,0,3.0,0,3.0,3102.648743997,5.0
51411,0,0.000292128,30.0,0,2400.0,5.0,0,1.0,1,0.0,1864.2232391999999,4.0
51412,0,0.031074966,66.0,0,5366.0,5.0,0,1.0,0,0.0,776.855228822,4.0
51414,0,0.001034126,61.0,0,1800.0,9.0,0,0.0,0,0.0,1033.4258748,9.0
51415,0,0.30038269,52.0,0,7073.0,29.0,0,1.0,0,0.0,3416.516966456,28.0
51416,0,0.167808075,42.0,0,6474.652517425658,8.0,0,1.0,0,0.0,2806.0,7.0
51417,1,0.762486127,57.0,2,9790.0,16.0,0,0.0,0,0.0,1154.88203941,16.0
51418,0,0.127560099,52.0,0,6203.637546870162,6.0,0,2.0,0,1.0,1478.0,4.0
51419,0,0.086177213,61.0,0,3308.0,15.0,0,2.0,0,0.0,2605.212449264,13.0
51420,0,0.26324357,51.0,0,13291.59961016677,6.0,0,4.0,0,3.0,6438.0,2.0
51421,0,0.257018579,61.0,0,4167.0,18.0,0,1.0,0,0.0,3013.276872033,17.0
51422,0,0.004456888,39.0,0,5692.453805350435,6.0,0,2.0,0,0.0,1836.0,4.0
51423,0,0.202328581,47.0,0,2750.0,7.0,0,1.0,0,0.0,759.7237367500001,6.0
51424,0,0.9999999,53.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0
51425,0,0.0,66.0,0,5154.425865213644,5.0,0,1.0,0,0.0,1189.0,4.0
51426,0,0.364678695,27.0,0,5879.0,7.0,0,0.0,0,1.0,985.832313925,7.0
51427,0,0.101572401,58.0,0,1100.0,10.0,0,1.0,0,0.0,1235.8764758999998,9.0
51428,0,0.024665022,34.0,0,2750.0,6.0,0,2.0,0,0.0,1965.2853495000002,4.0
51429,0,0.054383842,60.0,0,7396.0,5.0,0,1.0,0,0.0,1016.862512716,4.0
51430,0,0.521539455,61.0,0,5099.0,16.0,0,2.0,0,0.0,4637.090589735,14.0
51431,1,0.573474592,58.0,0,14016.0,33.0,0,3.0,0,0.0,9044.35471584,30.0
51432,0,0.012757626,55.0,0,1950.0,3.0,0,1.0,0,0.0,901.5376734,2.0
51433,0,0.2866054,69.0,0,2261.0,3.0,0,1.0,0,0.0,759.664013633,2.0
51434,0,0.104109161,77.0,0,4166.0,2.0,0,0.0,0,0.0,58.985839922000004,2.0
51435,0,0.9999999,36.0,0,4056.689993166786,1.0,3,0.0,0,0.0,56.0,1.0
51437,0,0.105186621,47.0,0,10000.0,13.0,0,2.0,0,4.0,5174.482550000001,11.0
51438,0,0.0,73.0,0,5032.617307741256,6.0,0,0.0,0,0.0,0.0,6.0
51439,0,0.114548612,45.0,0,10500.0,12.0,0,0.0,0,0.0,282.973047,12.0
51440,0,0.146931279,41.0,0,4830.452411267849,9.0,0,1.0,0,2.0,1330.0,8.0
51441,0,0.387310681,33.0,0,4097.0,6.0,0,1.0,0,2.0,1590.6117620050002,5.0
51442,0,0.005768491,35.0,1,4300.0,4.0,0,0.0,1,0.0,492.8853758,4.0
51443,0,0.280841475,54.0,0,11439.0,8.0,0,2.0,0,5.0,4467.609445599,6.0
51444,0,0.0,64.0,0,11666.0,8.0,0,1.0,0,0.0,2926.749117636,7.0
51445,0,0.9999999,54.0,1,4351.012939426347,2.0,0,1.0,0,0.0,520.0,1.0
51446,0,0.157284272,46.0,0,5000.0,8.0,0,3.0,0,1.0,2751.4497100000003,5.0
51447,0,0.0,36.0,0,2275.0,4.0,0,0.0,0,0.0,0.0,4.0
51448,0,0.0,63.0,0,8750.0,6.0,0,1.0,0,1.0,1271.85464875,5.0
51449,0,0.304881374,50.0,0,4160.0,3.0,0,0.0,0,0.0,498.88007519999996,3.0
51450,0,0.9999999,66.0,1,789.0,4.0,1,1.0,0,0.0,626.206329054,3.0
51451,0,0.043162217,80.0,0,1.0,5.0,0,0.0,0,0.0,32.5,5.0
51452,0,0.291917574,62.0,1,4204.0,9.0,0,1.0,0,2.0,2046.513199108,8.0
51453,0,0.42938179,35.0,0,5460.0,13.0,0,1.0,0,2.0,2148.60648366,12.0
51454,0,0.318595012,57.0,0,8333.0,13.0,0,2.0,0,0.0,4325.480923841999,11.0
51455,1,0.073211314,48.0,1,8000.0,3.0,0,1.0,0,1.0,927.8840160000001,2.0
51456,0,0.064210212,45.0,0,9000.0,7.0,0,3.0,0,4.0,5553.3829590000005,4.0
51457,0,0.325817787,37.0,1,3500.0,4.0,0,0.0,0,0.0,577.8349045,4.0
51458,0,0.000526311,48.0,1,15000.0,24.0,0,3.0,0,3.0,10296.313575,21.0
51459,0,0.073960816,49.0,0,7783.0,28.0,0,2.0,0,4.0,4701.395936847,26.0
51460,0,0.013191288,56.0,0,16666.0,26.0,0,1.0,0,4.0,2431.854088612,25.0
51461,0,0.999898426,48.0,1,16450.0,5.0,0,2.0,0,2.0,4050.75375705,3.0
51462,0,0.258142255,50.0,0,9200.0,9.0,0,2.0,0,4.0,3757.5915671999996,7.0
51463,0,0.19886914,32.0,0,5400.0,7.0,0,1.0,0,0.0,2687.5023156,6.0
51464,0,0.038382331,47.0,0,6762.674155363298,17.0,0,2.0,0,0.0,2631.0,15.0
51465,0,0.046303196,52.0,0,4416.0,8.0,0,1.0,0,0.0,781.8229566719999,7.0
51466,0,0.539685857,46.0,0,13900.0,6.0,0,1.0,0,3.0,4170.6999484,5.0
51467,0,0.148647706,55.0,0,5508.0,15.0,0,2.0,0,0.0,3839.3029571399998,13.0
51468,0,0.065185393,46.0,0,10000.0,4.0,0,0.0,0,3.0,546.94531,4.0
51469,0,0.9999999,48.0,0,3788.0,8.0,0,2.0,0,2.0,3045.196094672,6.0
51470,0,0.01879052,70.0,0,2216.0,9.0,0,1.0,0,0.0,2988.6513305679996,8.0
51471,0,0.546881009,53.0,0,16483.0,11.0,0,4.0,0,2.0,12018.270871756999,7.0
51472,0,0.967617316,61.0,0,7916.0,5.0,0,1.0,0,0.0,2458.689406284,4.0
51473,0,0.760309923,64.0,0,4615.076417438924,2.0,0,0.0,0,0.0,91.0,2.0
51474,0,0.00222214,50.0,0,15833.0,8.0,0,2.0,0,5.0,3338.789131556,6.0
51475,0,0.022450403,55.0,0,5754.0,10.0,0,0.0,0,0.0,35.99374422,10.0
51476,0,0.295283328,26.0,0,8310.0,5.0,0,0.0,0,0.0,1301.84333688,5.0
51477,0,0.020359573,66.0,8,30839.0,25.0,0,5.0,1,0.0,3435.8885745720004,20.0
51478,0,0.002857041,50.0,0,5025.373906808205,8.0,0,1.0,0,0.0,950.0,7.0
51479,1,0.9999999,32.0,0,5000.0,2.0,2,0.0,0,0.0,731.8536300000001,2.0
51480,0,0.018849058,50.0,0,6364.5583108599,5.0,0,1.0,0,1.0,1748.0,4.0
51481,0,0.002407863,78.0,0,6231.0,17.0,0,2.0,0,1.0,1632.7379664599998,15.0
51482,0,0.244777285,61.0,4,8333.0,11.0,1,1.0,1,2.0,16455.025314324997,10.0
51483,0,0.00573327,64.0,0,8583.0,16.0,0,1.0,0,0.0,775.909602918,15.0
51484,0,0.606876625,27.0,0,3300.0,9.0,0,0.0,0,1.0,1018.6913055,9.0
51485,0,0.081699271,62.0,0,2244.0,11.0,0,0.0,0,0.0,100665.1403208,11.0
51486,0,0.580076945,58.0,1,12798.0,12.0,0,1.0,0,1.0,4731.630282432,11.0
51487,0,0.188140593,59.0,0,14495.0,6.0,0,1.0,0,0.0,3764.740270395,5.0
51488,0,0.025048245,56.0,0,4166.0,6.0,0,0.0,0,0.0,35.991361294,6.0
51489,1,0.904023994,41.0,1,5850.0,5.0,0,0.0,0,0.0,254.95641990000001,5.0
51490,0,0.185268297,30.0,0,6000.0,4.0,0,1.0,0,0.0,1322.779536,3.0
51491,0,0.789012411,34.0,0,6833.0,11.0,0,2.0,0,1.0,3219.528826152,9.0
51492,0,0.0,66.0,0,3700.0,5.0,0,1.0,0,0.0,1042.7181825,4.0
51493,0,0.039999036,48.0,0,6569.436167644247,10.0,0,2.0,0,0.0,2212.0,8.0
51494,0,0.008978844,75.0,0,3000.0,10.0,0,0.0,0,0.0,16.994334,10.0
51495,0,0.345764417,31.0,0,7000.0,6.0,0,0.0,0,0.0,678.903015,6.0
51496,0,0.033365937,50.0,0,4033.0,10.0,0,0.0,0,0.0,676.8321755,10.0
51497,0,0.092322514,60.0,2,10745.0,20.0,0,2.0,0,2.0,2687.749862315,18.0
51498,0,0.450431488,55.0,0,7821.0,6.0,0,0.0,0,1.0,67.99130820900001,6.0
51499,0,0.125326981,61.0,0,33333.0,27.0,0,1.0,0,1.0,3924.882250785,26.0
51500,0,0.451891953,57.0,0,1200.0,14.0,0,2.0,0,0.0,4522.2314736,12.0
51501,0,0.024123612,70.0,0,5500.0,8.0,0,0.0,0,0.0,24.995454000000002,8.0
51502,0,0.071108477,33.0,0,4100.0,9.0,0,0.0,0,2.0,610.8510132,9.0
51503,0,0.834341874,53.0,0,10500.0,9.0,0,3.0,2,3.0,10312.0179015,6.0
51504,0,0.659305994,37.0,2,3425.0,6.0,2,0.0,0,3.0,1340.6085817,6.0
51505,0,0.0,30.0,0,2800.0,7.0,0,1.0,0,0.0,1574.4377012,6.0
51506,0,0.006771692,80.0,0,4059.0,7.0,0,1.0,0,0.0,1568.6135469179999,6.0
51507,0,0.382322087,39.0,0,7300.0,6.0,0,1.0,0,2.0,2464.6623759,5.0
51508,0,0.31704553,31.0,0,3000.0,6.0,0,1.0,0,0.0,1420.52649,5.0
51509,0,0.0,61.0,0,4776.201891480401,11.0,0,0.0,0,0.0,402.0,11.0
51510,0,0.774313014,50.0,0,2000.0,2.0,0,0.0,0,0.0,312.84357800000004,2.0
51511,0,0.09786735,35.0,0,7463.0,7.0,0,2.0,0,2.0,1998.7321820319999,5.0
51512,0,0.361005668,60.0,0,10354.829652619203,15.0,0,3.0,0,0.0,5714.0,12.0
51513,0,0.001754355,45.0,0,7300.0,13.0,0,1.0,0,3.0,2113.7104521,12.0
51514,0,0.514817451,48.0,0,6400.0,19.0,0,1.0,0,1.0,4892.2355904,18.0
51515,0,0.007584008,34.0,0,4500.0,4.0,0,0.0,0,0.0,606.86514,4.0
51516,0,0.322684034,41.0,0,4300.0,9.0,0,0.0,0,0.0,728.8305038000001,9.0
51517,0,0.9999999,29.0,0,5000.0,0.0,0,0.0,0,0.0,0.0,0.0
51518,0,0.260322497,41.0,0,5998.816518265071,8.0,0,1.0,0,0.0,1903.0,7.0
51519,0,0.004415732,54.0,0,6500.0,13.0,0,1.0,0,0.0,1935.702197,12.0
51520,0,0.948207171,46.0,0,1264.0,2.0,0,0.0,1,1.0,67.946245424,2.0
51521,1,0.107817187,40.0,4,9000.0,4.0,0,1.0,1,1.0,3452.616378,3.0
51522,0,0.001922929,35.0,0,7000.0,3.0,0,1.0,0,1.0,760.891299,2.0
51523,0,0.544322434,69.0,1,1528.0,17.0,0,0.0,0,0.0,655.570960936,17.0
51524,0,0.037995251,70.0,0,3404.0,3.0,0,1.0,0,0.0,960.7177688479999,2.0
51525,0,0.9999999,50.0,0,5582.262037800796,4.0,0,1.0,0,0.0,1499.0,3.0
51526,0,0.186558663,44.0,1,5713.0,8.0,0,1.0,0,5.0,2910.4905522490003,7.0
51527,0,0.464578313,70.0,0,21338.0,11.0,0,1.0,0,1.0,3002.859270472,10.0
51528,0,0.0,68.0,0,5027.386393123655,5.0,0,0.0,0,0.0,112.0,5.0
51529,0,0.431409591,57.0,0,9467.0,24.0,0,2.0,0,0.0,6630.299637568,22.0
51530,0,0.483569901,32.0,0,5273.0,6.0,0,0.0,0,0.0,1066.797688155,6.0
51531,0,0.561071015,38.0,1,5000.0,8.0,0,0.0,0,2.0,1508.6982600000001,8.0
51532,0,0.0,54.0,0,5946.790283965481,7.0,0,1.0,0,1.0,1274.0,6.0
51533,0,0.003957811,75.0,0,5575.0,4.0,0,0.0,0,0.0,4.999102499999999,4.0
51534,0,0.011847817,54.0,0,2200.0,16.0,0,3.0,0,3.0,3510.4043612,13.0
51535,0,0.670832917,45.0,0,10775.0,8.0,0,1.0,0,3.0,2003.8140355,7.0
51536,0,0.00081965,59.0,0,5783.27969623442,6.0,0,1.0,0,0.0,1626.0,5.0
51537,0,0.605018506,35.0,0,3600.0,7.0,0,0.0,0,0.0,742.7936699999999,7.0
51538,1,0.0,48.0,1,4000.0,6.0,0,0.0,3,6.0,1377.655588,6.0
51539,1,0.109538131,39.0,1,3083.0,22.0,0,2.0,0,0.0,1032.665044132,20.0
51540,0,0.020031368,93.0,0,4166.0,6.0,0,0.0,0,0.0,54.986800704000004,6.0
51541,0,0.130528404,46.0,1,9800.0,18.0,0,1.0,0,1.0,2005.7953314,17.0
51542,0,0.087787617,53.0,0,9600.0,5.0,0,1.0,0,0.0,1548.8386656,4.0
51543,0,0.140500586,60.0,0,4616.0,18.0,0,1.0,0,1.0,1951.577212528,17.0
51544,0,0.026615933,39.0,0,8583.0,9.0,0,0.0,0,2.0,759.911465979,9.0
51545,0,0.841999749,44.0,0,4313.0,8.0,0,1.0,0,1.0,2281.471025277,7.0
51546,0,0.0,67.0,0,4000.0,8.0,0,1.0,0,0.0,987.75306,7.0
51547,0,0.130450231,51.0,0,7000.0,26.0,0,4.0,0,3.0,3345.522068,22.0
51548,0,0.583500809,39.0,3,2558.0,9.0,0,2.0,0,0.0,7087.229386718,7.0
51549,0,0.029331937,36.0,0,6200.0,4.0,0,1.0,0,0.0,4193.323655,3.0
51550,0,0.122252142,45.0,0,9006.0,9.0,0,1.0,0,2.0,3393.62317818,8.0
51551,0,0.0,83.0,0,4682.447469625273,7.0,0,0.0,0,0.0,320.0,7.0
51552,0,0.025299601,78.0,0,3200.0,7.0,0,0.0,0,0.0,28.990940799999997,7.0
51553,0,0.010419239,61.0,0,4547.948254523455,2.0,0,0.0,0,0.0,5.0,2.0
51554,0,0.275161259,67.0,0,8450.0,14.0,0,2.0,0,0.0,2988.6463113000004,12.0
51555,0,0.010349483,58.0,0,6500.0,4.0,0,0.0,0,0.0,5.9990775,4.0
51556,0,0.133813022,64.0,0,5369.0,17.0,0,0.0,0,0.0,1064.801674118,17.0
51557,0,0.334212518,68.0,0,7070.0,9.0,0,2.0,0,0.0,5663.19898508,7.0
51558,0,0.105730674,48.0,0,7083.0,4.0,0,2.0,0,3.0,2378.6641709279997,2.0
51559,0,0.061186283,55.0,0,13802.0,15.0,0,4.0,0,1.0,4801.65210377,11.0
51560,0,0.293967474,58.0,0,4280.0,12.0,0,1.0,0,1.0,1426.66666524,11.0
51561,0,0.089524146,81.0,0,4615.076417438924,2.0,0,0.0,0,0.0,45.0,2.0
51562,0,0.08752086,44.0,1,45756.0,11.0,0,2.0,0,2.0,1981.956692412,9.0
51564,0,0.0,51.0,0,3004.0,5.0,0,1.0,0,1.0,378.873876512,4.0
51565,0,0.9999999,47.0,0,8800.0,3.0,0,1.0,0,1.0,2503.7154912,2.0
51566,0,0.754470477,55.0,0,4458.0,9.0,0,2.0,0,0.0,3502.214398074,7.0
51567,0,0.003133229,63.0,0,8427.715253664042,5.0,0,3.0,0,0.0,3099.0,2.0
51568,0,0.109804295,67.0,0,2742.0,4.0,0,0.0,0,0.0,68.97484548,4.0
51569,0,0.077332747,69.0,0,16300.0,8.0,0,0.0,0,0.0,379.9766839,8.0
51570,0,0.0,36.0,0,5789.0,9.0,0,1.0,0,0.0,1395.758894306,8.0
51571,0,0.022416293,50.0,0,6908.478888490989,11.0,0,2.0,0,2.0,1906.0,9.0
51572,0,0.690950646,51.0,1,3800.0,4.0,0,1.0,2,0.0,1331.6495648,3.0
51573,0,0.042478027,62.0,0,5158.506542831465,6.0,0,0.0,0,0.0,89.0,6.0
51574,0,0.042421598,41.0,0,3200.0,14.0,0,1.0,0,1.0,834.7391456,13.0
51575,0,0.002875754,32.0,0,3325.4066025902903,2.0,0,0.0,0,0.0,71.0,2.0
51576,0,0.063316642,77.0,0,3000.0,6.0,0,0.0,0,1.0,62.979006,6.0
51578,0,0.385780711,60.0,0,20416.0,6.0,0,2.0,0,2.0,3666.820396096,4.0
51579,0,0.630672926,27.0,0,2830.0,7.0,0,0.0,0,0.0,466.83503973999996,7.0
51580,0,0.954946477,22.0,0,2200.0,6.0,0,0.0,0,0.0,456.7923668,6.0
51581,0,0.00139368,80.0,0,3583.0,3.0,0,0.0,0,0.0,0.9997214940000001,3.0
51582,0,0.056908718,67.0,0,5600.0,6.0,0,1.0,0,1.0,1611.7121944,5.0
51583,0,0.208339583,72.0,0,6791.0,3.0,0,0.0,0,0.0,665.901942767,3.0
51584,0,0.000964683,85.0,0,4879.779388456411,4.0,0,0.0,0,0.0,1.0,4.0
51585,0,0.0,79.0,0,1132.0,2.0,0,0.0,0,0.0,323.714033852,2.0
51586,0,0.019181237,49.0,0,2750.0,8.0,0,1.0,0,2.0,1093.60232575,7.0
51587,0,0.0,44.0,0,7500.0,13.0,0,2.0,0,0.0,2121.717105,11.0
51588,0,0.074127212,56.0,0,8167.0,10.0,0,2.0,0,2.0,1888.768728788,8.0
51589,0,0.9999999,32.0,0,2900.0,6.0,0,1.0,0,2.0,2041.2961061,5.0
51590,0,0.94323334,52.0,2,6300.0,4.0,1,1.0,0,1.0,1560.7522602,3.0
51591,0,0.02867488,74.0,0,5015.903373666194,6.0,0,0.0,0,0.0,34.0,6.0
51592,0,0.035709184,80.0,0,2168.0,4.0,0,0.0,0,0.0,5.997234336,4.0
51593,0,0.468395671,45.0,0,5667.0,13.0,0,1.0,0,0.0,2320.5905066279997,12.0
51594,0,0.763470429,61.0,0,6947.798517229448,5.0,0,1.0,0,0.0,2327.0,4.0
51595,0,0.10864076,46.0,0,7595.085851816815,10.0,0,1.0,0,3.0,2637.0,9.0
51596,0,0.026298685,56.0,0,12500.0,8.0,0,2.0,0,0.0,3812.6949875000005,6.0
51597,0,0.318483318,48.0,0,7937.773030693179,8.0,0,2.0,0,0.0,3181.0,6.0
51598,0,0.66875835,42.0,1,6800.0,12.0,0,1.0,0,2.0,2510.630788,11.0
51599,1,0.9999999,61.0,0,5170.536781559609,1.0,0,1.0,0,0.0,1285.0,0.0
51600,0,0.034745657,54.0,4,4547.948254523455,2.0,0,0.0,0,0.0,8.0,2.0
51601,0,0.117613113,54.0,0,12610.84839310642,24.0,0,11.0,0,0.0,8269.0,13.0
51602,0,0.216438566,33.0,0,11200.0,8.0,0,0.0,0,1.0,1029.90804,8.0
51603,0,0.023114385,40.0,0,5586.0,9.0,0,1.0,0,2.0,2041.6345079339999,8.0
51604,0,0.9999999,50.0,0,8289.90798062192,6.0,0,1.0,0,0.0,3525.0,5.0
51605,0,0.076761138,28.0,0,4800.0,5.0,0,0.0,0,0.0,484.8989808,5.0
51606,0,0.343062775,28.0,0,1297.0,3.0,1,0.0,0,0.0,599.537750655,3.0
51607,0,0.080088486,45.0,0,2922.0,9.0,0,1.0,0,0.0,1308.552171228,8.0
51608,0,0.340416046,43.0,0,13516.827456538118,19.0,0,5.0,0,2.0,7300.0,14.0
51609,0,0.092118689,58.0,0,10000.0,8.0,0,1.0,0,1.0,1774.8225200000002,7.0
51610,0,0.054328197,47.0,0,6098.762784991591,11.0,0,1.0,0,2.0,1579.0,10.0
51611,1,0.3504802,49.0,0,4600.0,6.0,0,1.0,0,3.0,1279.7217986,5.0
51612,0,0.9999999,40.0,0,18800.0,6.0,0,2.0,0,0.0,3640.8063456,4.0
51613,0,0.133909979,68.0,0,7099.047744255938,10.0,0,2.0,0,0.0,2925.0,8.0
51614,0,0.108299642,55.0,0,3592.0,24.0,0,2.0,0,2.0,2267.3687741040003,22.0
51615,0,0.008965759,67.0,0,5900.0,13.0,0,1.0,0,0.0,1137.807153,12.0
51616,0,0.22937472,49.0,0,3355.0,9.0,0,1.0,0,2.0,1924.4263996649997,8.0
51617,0,0.48943578,48.0,0,6300.0,17.0,0,1.0,0,3.0,3974.3691498,16.0
51618,0,0.673335505,31.0,0,6000.0,10.0,0,0.0,0,0.0,2320.6132319999997,10.0
